Latitude,Longitude
40.760779,-111.891047
41.596483,-73.910970
40.288535,-75.148746
33.150674,-96.823612
34.052234,-118.243685
29.642094,-82.330793
32.776664,-96.796988
42.095305,-87.937569
32.229904,-80.876521
56.130366,-106.346771
21.125008,-101.685961
42.976403,-88.108422
59.329323,18.068581
26.368306,-80.128932
32.776475,-79.931051
41.283944,-81.223991
39.322231,-82.099987
39.492824,-74.559688
33.577863,-101.855167
40.102826,-84.633012
43.320926,21.895407
34.207320,-84.140193
38.040584,-84.503716
50.431720,15.814027
32.222607,-110.974711
47.474840,-122.272625
40.760779,-111.891047
47.644539,-122.694870
33.836593,-117.914301
41.589475,-88.922027
47.735928,-122.646537
39.739236,-104.990251
36.082156,-94.171854
53.002668,-2.179404
34.207320,-84.140193
38.252665,-85.758456
34.019454,-118.491191
26.531787,-80.090547
34.000710,-81.034814
39.099727,-94.578567
35.960638,-83.920739
35.384884,-77.992765
32.978657,-115.530267
26.461463,-80.072820
40.423314,-104.709132
33.684567,-117.826505
33.580596,-112.237378
32.776664,-96.796988
32.800613,-117.212922
40.423314,-104.709132
42.659370,-82.828340
39.091116,-94.415507
39.103118,-84.512020
42.460590,-83.651606
35.467560,-97.516428
30.438256,-84.280733
38.544907,-121.740517
43.659302,-79.377017
42.776202,-71.077280
45.175680,-93.907271
41.899474,-87.940342
33.538652,-112.185987
39.395837,-101.052377
37.739454,-121.135414
36.778261,-119.417932
49.282729,-123.120738
53.546125,-113.493823
33.448377,-112.074037
42.886447,-78.878369
40.233844,-111.658534
41.878114,-87.629798
38.252665,-85.758456
36.169941,-115.139830
36.778261,-119.417932
40.306478,-79.541662
38.879178,-99.326770
40.789142,-73.134961
40.005205,-105.241358
40.760779,-111.891047
40.440625,-79.995886
41.538457,-90.587879
46.975371,-123.815722
36.875582,-119.731519
36.169941,-115.139830
39.952584,-75.165222
40.760779,-111.891047
46.813878,-71.207981
41.871487,-72.368693
45.421530,-75.697193
49.319982,-123.072414
45.313403,-122.789642
39.952584,-75.165222
33.306161,-111.841250
36.082156,-94.171854
44.942898,-123.035096
33.019843,-96.698886
38.982228,-94.670792
42.062465,-104.184394
44.917129,-123.308916
40.187822,-85.127468
38.879178,-99.326770
40.121497,-75.339905
38.581572,-121.494400
50.802951,6.481105
39.572394,-104.668484
37.338208,-121.886329
34.052234,-118.243685
41.823989,-71.412834
43.011678,-88.231481
37.090240,-95.712891
36.212744,-121.126029
44.977753,-93.265011
34.035894,-117.946296
36.852926,-75.977985
34.180540,-118.907089
43.698078,-85.483656
40.718155,-73.354287
31.603946,-94.656004
31.808768,-85.969951
30.267153,-97.743061
35.824027,-80.253384
35.960638,-83.920739
41.261748,-75.896864
34.052234,-118.243685
45.421530,-75.697193
43.980855,-84.486401
45.401347,-91.849063
41.490170,-72.837669
41.878114,-87.629798
21.386338,-157.925536
33.415184,-111.831472
27.965853,-82.800103
39.448720,-87.394156
34.052234,-118.243685
33.913709,-98.493387
42.231896,-83.179282
43.111673,-88.499266
35.149534,-90.048980
45.625738,-122.676089
45.505106,-122.675026
43.048122,-76.147424
44.977753,-93.265011
33.884736,-118.410909
43.678361,-70.357132
33.448377,-112.074037
40.521893,-111.939102
49.282729,-123.120738
38.627003,-90.199404
26.076478,-80.252116
37.275280,-107.880067
29.507454,-95.094930
43.546022,-96.731265
35.408752,-80.579511
41.261748,-75.896864
29.760427,-95.369803
32.715738,-117.161084
41.878114,-87.629798
41.447569,-71.524667
40.760779,-111.891047
36.162664,-86.781602
47.759038,-122.202107
33.748995,-84.387982
40.813616,-96.702596
35.198284,-111.651302
37.494574,-120.845979
32.902902,-96.563880
46.877186,-96.789803
39.728494,-121.837478
32.715738,-117.161084
41.220034,-85.025498
39.006699,-77.429130
42.670782,-83.032993
34.052234,-118.243685
52.941644,-0.805758
46.872128,-113.994031
35.088696,-92.442101
42.886447,-78.878369
27.950575,-82.457178
31.761878,-106.485022
40.703648,-89.407312
38.627003,-90.199404
44.397625,-122.736196
33.659484,-117.998803
50.908602,-113.933368
39.103118,-84.512020
38.252665,-85.758456
47.810652,-122.377355
38.501853,-121.094667
32.460976,-84.987709
37.771907,-87.111168
37.431573,-78.656894
43.589045,-79.644120
42.041842,-71.536786
59.339757,18.080616
43.897545,-78.942933
40.238585,-74.310910
52.768599,-0.378462
51.864245,-2.238156
42.496342,-96.404941
38.576702,-92.173516
39.290385,-76.612189
32.911003,-111.773390
33.448377,-112.074037
47.606210,-122.332071
40.813616,-96.702596
59.913869,10.752245
40.622048,-74.244590
43.594696,-96.571990
33.107060,-98.589502
45.676998,-111.042934
37.566535,126.977969
52.486243,-1.890401
32.755488,-97.330766
46.808327,-100.783739
59.436961,24.753575
38.358341,-76.438955
-75.250973,-0.071389
26.082168,-80.395569
30.451468,-91.187147
41.878114,-87.629798
41.382490,-73.975184
40.514203,-88.990631
49.001832,21.239312
40.423314,-104.709132
36.114805,-115.277832
38.449569,-78.868916
39.099727,-94.578567
28.039465,-81.949804
44.977753,-93.265011
44.052069,-123.086754
37.541542,-97.261412
43.426181,-73.712341
40.440625,-79.995886
36.162664,-86.781602
57.634800,18.294840
34.740081,-97.222245
53.546125,-113.493823
30.224090,-92.019843
46.786672,-92.100485
36.169941,-115.139830
56.130366,-106.346771
36.162664,-86.781602
52.520007,13.404954
40.193377,-85.386360
28.612219,-80.807554
45.606649,-73.712409
40.794384,-81.530601
40.717755,-74.043144
30.454845,-97.622267
40.045592,-86.008596
41.875269,-88.099668
33.730195,-117.982447
41.223000,-111.973830
47.252877,-122.444291
35.697055,-82.560685
26.934225,-80.094209
39.990460,-83.010971
42.652579,-73.756232
40.425969,-75.139343
34.075376,-84.294090
40.832280,-81.465254
43.615019,-116.202314
33.684567,-117.826505
39.683723,-75.749657
41.852598,-72.643702
35.697055,-82.560685
52.406822,-1.519693
38.252665,-85.758456
41.053430,-73.538734
45.501689,-73.567256
44.953703,-93.089958
41.511976,-87.965610
46.729553,-94.685900
40.336419,-74.433047
52.954783,-1.158109
51.555774,-1.779718
42.728412,-73.691785
42.108337,-91.285159
32.776664,-96.796988
38.793447,-77.271650
44.311357,-96.798388
39.860194,-105.102804
38.885841,-94.533010
36.312596,-95.616090
32.525152,-93.750179
42.452303,-71.136996
41.427826,-85.752490
39.720684,-86.059771
44.977753,-93.265011
27.664827,-81.515754
44.513319,-88.013296
52.954783,-1.158109
32.222607,-110.974711
45.505106,-122.675026
39.266742,-81.561513
44.513319,-88.013296
43.073052,-89.401230
28.039465,-81.949804
40.336419,-74.433047
40.423314,-104.709132
33.975395,-118.419231
33.635662,-96.608881
42.280826,-83.743038
40.760779,-111.891047
44.731909,-93.217720
33.748995,-84.387982
40.152872,-76.602746
31.603946,-94.656004
32.351260,-95.301062
41.421989,-82.364607
38.999175,-93.953556
35.779590,-78.638179
26.189241,-98.155287
40.285924,-76.650247
45.676998,-111.042934
38.958631,-77.357003
43.688544,-79.412505
40.712775,-74.005973
43.197862,-70.873670
33.448377,-112.074037
37.116995,-93.055734
26.640628,-81.872308
39.775505,-85.887218
40.514203,-88.990631
36.768209,-76.287493
38.232417,-122.636652
43.653226,-79.383184
52.157902,-106.670158
43.031420,-83.166472
39.961176,-82.998794
41.852598,-72.643702
40.141954,-75.166315
33.200037,-117.242536
33.836593,-117.914301
33.980601,-117.375494
30.438256,-84.280733
27.950575,-82.457178
39.103118,-84.512020
42.271131,-89.093995
35.402084,-79.784205
44.977753,-93.265011
29.883275,-97.941394
44.176325,-80.818501
39.952584,-75.165222
34.980334,-101.918802
40.869983,-74.486105
39.099727,-94.578567
39.103118,-84.512020
40.768222,-75.082626
41.602324,-71.250326
37.116995,-93.055734
34.503439,-82.650133
29.424122,-98.493628
43.325520,-79.799032
34.170561,-118.837594
29.760427,-95.369803
35.373292,-119.018713
35.224520,-96.670573
29.760427,-95.369803
42.314937,-83.036363
37.962146,-122.345526
37.681869,-121.768473
42.032723,-97.413755
25.761680,-80.191790
35.201050,-91.831833
29.703002,-98.124453
35.282752,-120.659616
38.581572,-121.494400
38.907192,-77.036871
42.634671,-82.902310
29.760427,-95.369803
27.664827,-81.515754
34.699258,-86.748332
39.462236,-76.277222
37.687924,-122.470208
40.963592,-72.831077
33.014567,-97.096955
39.022848,-94.715187
33.659484,-117.998803
43.546022,-96.731265
42.404803,-82.191038
33.659484,-117.998803
42.404803,-82.191038
40.812321,-73.078443
36.070327,-95.942168
44.801613,-68.771226
31.694051,-89.130612
34.579434,-118.116461
33.836593,-117.914301
40.440625,-79.995886
34.165357,-118.608975
37.450331,-86.390534
32.320320,-96.218381
42.866680,-88.333427
40.440625,-79.995886
45.530452,-73.491957
30.267153,-97.743061
44.977753,-93.265011
40.297074,-111.659344
33.989819,-117.732585
27.664827,-81.515754
45.676998,-111.042934
33.538652,-112.185987
29.745703,-95.740514
40.680668,-74.415844
27.664827,-81.515754
37.971559,-87.571090
30.267153,-97.743061
45.099985,-87.630662
39.103118,-84.512020
38.933868,-77.177260
42.328079,-71.099058
32.692651,-114.627692
41.033986,-73.762910
42.662811,-82.842421
27.720863,-82.433150
41.215048,-79.389340
38.750949,-77.475267
47.866250,-122.147934
42.458429,-71.066163
39.739236,-104.990251
49.282729,-123.120738
-34.424834,150.893113
45.625738,-122.676089
34.953034,-120.435719
45.815011,15.981919
43.589045,-79.644120
33.596782,-83.860183
40.760779,-111.891047
32.715738,-117.161084
39.290385,-76.612189
38.422069,-77.408309
40.058324,-74.405661
40.712775,-74.005973
45.099985,-87.630662
-27.612459,153.303062
41.865053,-80.789809
39.739236,-104.990251
38.971669,-95.235250
44.977753,-93.265011
44.782206,-88.608992
35.026040,-79.003954
47.606210,-122.332071
26.007765,-80.296256
40.301458,-79.538929
39.022848,-94.715187
42.972186,-85.954022
36.162664,-86.781602
28.244177,-82.719267
42.735120,-83.419294
36.162664,-86.781602
38.955944,-76.945530
45.625738,-122.676089
35.779590,-78.638179
25.761680,-80.191790
40.974894,-73.942618
38.573135,-82.830168
29.525440,-98.404224
38.232417,-122.636652
40.554887,-74.464286
39.402713,-87.468310
42.700963,-82.958895
42.886447,-78.878369
43.546022,-96.731265
42.296442,-71.265708
39.466703,-87.413909
42.886447,-78.878369
40.712775,-74.005973
47.551493,-101.002012
40.789142,-73.134961
40.712775,-74.005973
38.811440,-90.852911
39.961176,-82.998794
39.115662,-77.563601
38.938535,-95.264508
29.951066,-90.071532
36.778261,-119.417932
54.570455,-1.328982
39.351489,-76.375305
36.162664,-86.781602
39.961176,-82.998794
34.106399,-117.593108
32.460976,-84.987709
41.368092,-89.464815
45.598172,-94.303024
32.080899,-81.091203
40.310106,-75.129894
27.763383,-82.543672
38.581572,-121.494400
28.538336,-81.379237
42.601181,-76.180484
36.153982,-95.992775
40.020598,-74.792220
41.762084,-72.742015
41.296016,-72.384530
41.736980,-111.833836
37.774930,-122.419416
42.662864,-73.775951
47.606210,-122.332071
40.489671,-111.938824
41.101445,-81.441779
39.758948,-84.191607
25.580832,-80.346859
43.098674,-77.441938
38.905985,-77.033418
-37.813628,144.963058
39.115662,-77.563601
42.970863,-82.424914
40.827279,-83.281309
42.271131,-89.093995
34.414434,-119.861713
60.487778,-151.058333
41.878114,-87.629798
34.106399,-117.593108
38.833882,-104.821363
33.683183,-117.666431
42.736631,-87.864796
35.732652,-78.850286
34.052234,-118.243685
39.670545,-77.718225
42.262593,-71.802293
40.728224,-73.794852
40.585260,-105.084423
33.748995,-84.387982
41.995028,-88.185630
28.495559,-81.534795
39.795295,-93.552436
37.270702,-76.707457
47.978985,-122.202079
32.715738,-117.161084
33.448377,-112.074037
40.400895,-82.810733
34.094299,-118.100792
39.372212,-104.856090
40.712775,-74.005973
41.473095,-87.061141
39.977763,-105.131930
32.837073,-97.081954
34.028623,-117.810337
39.633321,-105.317215
26.271192,-80.270604
35.960638,-83.920739
39.550051,-105.782067
33.448377,-112.074037
44.801613,-68.771226
49.191347,-122.849013
32.977839,-111.517624
33.150674,-96.823612
41.374774,-83.651323
31.334556,-94.732113
34.216394,-119.037602
45.008927,-123.004661
42.659711,-75.049126
39.768403,-86.158068
45.505106,-122.675026
40.579270,-74.411540
44.012122,-92.480199
35.227087,-80.843127
33.888349,-118.308962
48.775846,9.182932
42.498994,-83.367717
25.761680,-80.191790
29.760427,-95.369803
41.256537,-95.934503
40.712775,-74.005973
48.510417,-123.376361
41.355654,-72.099521
40.902877,-74.709052
41.153667,-81.357886
35.540051,-81.397756
42.360083,-71.058880
39.183608,-96.571669
41.977880,-91.665623
51.059771,-1.310142
41.499320,-81.694361
44.231172,-76.485954
42.886447,-78.878369
31.761878,-106.485022
40.440625,-79.995886
40.678178,-73.944158
39.952584,-75.165222
35.227087,-80.843127
41.429852,-81.391100
38.896565,-121.076890
37.334246,-120.437877
39.952584,-75.165222
35.282752,-120.659616
47.610150,-122.201516
39.960664,-75.605488
43.048122,-76.147424
38.971669,-95.235250
35.467560,-97.516428
41.878114,-87.629798
30.217875,-81.588667
39.183608,-96.571669
34.052234,-118.243685
25.761680,-80.191790
43.419470,-83.950807
41.845917,-70.949523
61.263685,-148.863457
34.063344,-117.650888
39.961176,-82.998794
41.499320,-81.694361
40.712775,-74.005973
43.552449,-116.352097
44.163578,-93.999400
34.147785,-118.144516
40.793395,-77.860001
38.933013,-92.325011
40.793395,-77.860001
33.979179,-118.032844
32.735687,-97.108066
34.052234,-118.243685
42.662864,-73.775951
44.951664,-93.162906
34.799810,-87.677251
53.079296,8.801694
41.575871,-87.176146
34.055103,-117.749991
34.052234,-118.243685
30.332184,-81.655651
43.156578,-77.608847
43.255721,-79.871102
36.852926,-75.977985
40.719545,-74.835721
40.916765,-74.171811
37.090240,-95.712891
43.012527,-83.687456
39.535661,-104.764970
39.508849,-104.790102
43.632722,-116.457344
45.501689,-73.567256
40.057838,-74.137183
28.900545,-81.263674
33.831675,-118.281693
25.468722,-80.477557
41.256537,-95.934503
38.871401,-99.307799
43.615019,-116.202314
39.172728,-77.203604
45.418679,-122.787247
36.104798,-84.597162
32.406531,-97.211678
40.825654,-73.202614
40.813616,-96.702596
38.971669,-95.235250
25.761680,-80.191790
39.099727,-94.578567
44.647581,-63.572768
41.878114,-87.629798
41.143245,-81.855220
35.614517,-88.813947
36.082156,-94.171854
31.953949,35.910635
37.687176,-97.330053
40.999101,-73.958897
34.040459,-117.995484
40.118694,-74.930460
33.924453,-84.841306
42.314937,-83.036363
59.913869,10.752245
36.162664,-86.781602
33.420068,-111.737877
32.748185,-96.471931
51.872164,0.153650
28.736007,-81.312370
28.758883,-81.317845
40.521893,-111.939102
40.201402,-75.503537
44.977753,-93.265011
29.760427,-95.369803
33.380117,-111.732267
34.063344,-117.650888
41.403920,-88.111724
32.609857,-85.480782
44.163578,-93.999400
42.168080,-88.428142
30.224090,-92.019843
38.723671,-85.369402
59.913869,10.752245
32.745716,-116.921261
32.776664,-96.796988
-0.210725,-78.441089
-38.135384,145.848744
51.507351,-0.127758
41.079273,-85.139351
38.252665,-85.758456
43.156578,-77.608847
39.290385,-76.612189
54.977641,-1.598307
40.440625,-79.995886
26.203407,-98.230012
38.907192,-77.036871
40.233844,-111.658534
41.621718,-83.711604
41.750839,-88.153535
25.711950,-80.410103
42.373222,-72.519854
49.895136,-97.138374
44.977753,-93.265011
37.828096,-92.177666
45.505106,-122.675026
35.956664,-86.818975
31.694051,-89.130612
39.768403,-86.158068
34.236762,-84.490762
32.837073,-97.081954
47.742322,-121.985678
45.069689,-92.951604
36.153982,-95.992775
41.608149,-72.667617
42.101378,-83.108698
42.659711,-75.049126
34.052234,-118.243685
36.095692,-79.437799
44.977753,-93.265011
-35.307500,149.124417
53.683298,-1.505924
42.886447,-78.878369
33.748995,-84.387982
41.878114,-87.629798
25.761680,-80.191790
34.052234,-118.243685
47.606210,-122.332071
38.056468,-83.943256
40.185660,-75.451571
41.602324,-71.250326
34.852618,-82.394010
43.156578,-77.608847
34.207320,-84.140193
32.755488,-97.330766
41.878114,-87.629798
40.946146,-87.453363
40.364118,-111.738540
33.438732,-90.301195
47.658780,-117.426047
40.045592,-86.008596
47.610150,-122.201516
40.199814,-76.731081
45.505106,-122.675026
40.712775,-74.005973
41.383878,-72.902606
39.099727,-94.578567
25.761680,-80.191790
32.748185,-96.471931
35.227087,-80.843127
44.953703,-93.089958
35.913200,-79.055845
29.424122,-98.493628
40.712775,-74.005973
32.748185,-96.471931
40.376895,-111.795765
39.099727,-94.578567
64.837778,-147.716389
29.991324,-93.958507
33.884736,-118.410909
38.907192,-77.036871
41.661128,-91.530168
30.627977,-96.334407
21.501050,-158.020923
39.099727,-94.578567
33.870365,-117.924212
34.052234,-118.243685
29.424122,-98.493628
36.852926,-75.977985
45.676998,-111.042934
32.715738,-117.161084
33.448377,-112.074037
39.704710,-105.081373
42.098687,-75.917974
35.612661,-77.366354
45.557945,-94.163240
41.912529,-88.134793
30.627977,-96.334407
29.760427,-95.369803
32.715738,-117.161084
43.111673,-88.499266
42.886447,-78.878369
40.793395,-77.860001
40.440625,-79.995886
34.068621,-118.027567
30.627977,-96.334407
40.574270,-74.609880
32.776664,-96.796988
40.793395,-77.860001
40.700936,-73.712909
37.229573,-80.413939
31.549333,-97.146670
40.574270,-74.609880
43.038903,-87.906474
41.963364,-87.827284
28.600000,-81.339235
39.083998,-76.700246
44.080543,-103.231015
29.703002,-98.124453
38.615953,-76.613015
37.654656,-122.407750
40.881488,-74.113198
34.683438,-82.837365
47.760111,-122.205445
32.997901,-97.183625
33.448377,-112.074037
32.715738,-117.161084
30.438256,-84.280733
33.306161,-111.841250
40.357298,-74.667223
38.879970,-77.106770
49.695586,-112.845137
35.282752,-120.659616
33.542846,-117.629412
40.712775,-74.005973
41.963364,-87.827284
35.227087,-80.843127
34.165097,-84.799938
37.679214,-95.457203
40.760779,-111.891047
39.290385,-76.612189
38.422069,-77.408309
39.103118,-84.512020
31.808768,-85.969951
35.779590,-78.638179
42.521728,-78.765029
28.538336,-81.379237
38.982228,-94.670792
41.878114,-87.629798
42.097803,-88.530364
35.007370,-80.945076
36.974117,-122.030796
25.761680,-80.191790
34.012235,-117.688944
30.424928,-95.479942
39.961176,-82.998794
41.311367,-105.591101
27.950575,-82.457178
40.712775,-74.005973
27.950575,-82.457178
38.933868,-77.177260
37.804351,-122.271164
41.256537,-95.934503
50.799468,-3.188683
40.440625,-79.995886
41.523644,-90.577637
55.604981,13.003822
29.760427,-95.369803
41.676355,-86.251990
41.018139,-75.994925
38.990666,-77.026088
26.661764,-80.268357
41.969552,-71.356544
35.373292,-119.018713
40.712775,-74.005973
40.760779,-111.891047
40.712775,-74.005973
55.864237,-4.251806
40.868154,-73.425676
33.951935,-83.357567
32.776664,-96.796988
